"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"NEWARK","Wilson","KS",1870,1894,37.4561692,-95.5924801
"PARKERSVILLE","Morris","KS",1870,1892,38.763894,-96.6613952
"RIPON","Labette","KS",1870,1891,37.0189634,-95.3230251
"RIVERSIDE","Clay","SD",1870,1893,43.0194365,-97.0058811
"SHARON","Grays Harbor","WA",1870,1895,46.9292639,-123.3243196
"TWENTY SIX MILE HOUSE","Stanislaus","CA",1870,1894,,
"WALSENBURGH","Huerfano","CO",1870,1892,37.6244444,-104.7791667
"CARTWRIGHT'S","Lane","OR",1871,1890,43.7942884,-123.2081428
"CENTER RIDGE","Woodson","KS",1871,1894,37.7547648,-95.6066491
"CENTRE RIDGE","Woodson","KS",1871,1894,37.7333771,-95.5966489
"CONSTANT","Cowley","KS",1871,1894,37.1661374,-97.1475402
"EAST NORWAY","Doniphan","KS",1871,1894,39.7624971,-95.1716402
"EBERHARDT","White Pine","NV",1871,1893,39.1949331,-115.4805905
"FEDIN","Nemaha","NE",1871,1891,,
"FISK'S MILL","Sonoma","CA",1871,1894,,
"FOREST CITY","Mineral","MT",1871,1895,47.0415884,-115.0384667
"GERMANTOWN","Smith","KS",1871,1893,39.8291784,-99.049529
"HAWK EYE","Dixon","NE",1871,1890,42.4577753,-96.7347589
"HILLSBOROUGH","Weld","CO",1871,1891,,
"IVYWILD","El Paso","CO",1871,1895,38.8108258,-104.8277518
"LINKVILLE","Klamath","OR",1871,1892,42.2243584,-121.7795114
"MASON VALLEY","Lyon","NV",1871,1894,38.9857508,-119.1629309
"MOUNT CARMEL","Crawford","KS",1871,1895,37.4272759,-94.9966348
"MULBERRY","Saline","KS",1871,1890,38.8411144,-97.6778146
"OSAGE","Otoe","NE",1871,1891,,
"SAN LUIS RANCH","Merced","CA",1871,1890,37.1596655,-120.813529
"SCHOLLS FERRY","Washington","OR",1871,1895,45.408173,-122.9223234
"STERNERTON","Montgomery","KS",1871,1891,37.3558938,-95.8027593
"STRICKLING","Burnet","TX",1871,1895,30.8437919,-98.0953012
"SUGAR VALLEY","Anderson","KS",1871,1894,38.2936335,-95.0641368
"ULA","Custer","CO",1871,1891,38.15005,-105.50192
"WAITSBURGH","Walla Walla","WA",1871,1893,46.2673619,-118.1538417
"WARREN","Madison","NE",1871,1890,,
"WONDERS","Nacogdoches","TX",1871,1893,,
"WOODSTOCK","Jefferson","KS",1871,1891,39.1350004,-95.2266377
"BRONCO","Nevada","CA",1872,1891,39.3862969,-120.0226966
"BURNEY VALLEY","Shasta","CA",1872,1894,40.8823811,-121.6608205
"CENTREVILLE","Turner","SD",1872,1893,43.117576,-96.961572
"CHILDSTOWN","Turner","SD",1872,1895,43.2708215,-97.3170044
"CLEAR WATER","Idaho","ID",1872,1895,45.8085121,-115.6884675
"COVINGTON","Smith","KS",1872,1890,39.8144564,-98.9698035
"ELLIOTTS","Matagorda","TX",1872,1894,,
"ELMIRA","Mitchell","KS",1872,1895,39.3361193,-98.2586657
"FREE WILL","Osborne","KS",1872,1895,39.2486205,-98.5086764
"FRENCHTOWN","Antelope","NE",1872,1890,,
"GOOD INTENT","Atchison","KS",1872,1894,39.5999976,-95.2169163
"GREEN ELM","Crawford","KS",1872,1894,37.445887,-95.0516368
"HAWLEJEK","Bon Homme","SD",1872,1892,,
"HOWTH STATION","Waller","TX",1872,1895,,
"ISLAND STATION","Arapahoe","CO",1872,1894,39.9205405,-104.8658084
"KEECHIE","Leon","TX",1872,1890,31.5168415,-95.9532952
"KILCHIS","Tillamook","OR",1872,1890,45.4962156,-123.8504046
"LOULSBURGH","Miami","KS",1872,1894,38.6194564,-94.6807903
"MOSS SPRINGS","Geary","KS",1872,1895,38.8838911,-96.53778
"MOUNT COFFIN","Cowlitz","WA",1872,1895,46.1287229,-122.9878905
"NECHESVILLE","Anderson","TX",1872,1892,31.8668353,-95.4957876
"NEWTON","Saunders","NE",1872,1895,,
"PAW PAW","Elk","KS",1872,1890,,
"PEACH TREE","Jasper","TX",1872,1890,,
"PRAIRIE CITY","Ottawa","OK",1872,1893,,
"PURPLE CANE","Dodge","NE",1872,1892,,
"ROCK RIDGE","Douglas","CO",1872,1892,39.37211,-104.81391
"ROCKPORT","Hanson","SD",1872,1892,43.5819266,-97.838959
"SPOKANE FALLS","Spokane","WA",1872,1891,47.6587803,-117.425491
"SWABURGH","Dodge","NE",1872,1894,,
"TURKEY CREEK","Fillmore","NE",1872,1890,,
"TUSTIN CITY","Orange","CA",1872,1894,33.7452957,-117.8206102
"WEST ASHER","Mitchell","KS",1872,1892,39.4811156,-97.9767109
"BARNESVILLE","Johnson","TX",1873,1890,32.3515328,-97.1533422
"BISHOP","Jewell","KS",1873,1892,39.8847342,-98.0217114
"BLUFF CENTRE","Clay","SD",1873,1893,42.9208283,-97.0892156
"BROWNSBOROUGH","Jackson","OR",1873,1892,42.4681827,-122.7100366
"CARMEL","Cloud","KS",1873,1894,39.443053,-97.4350318
"CHALK MOUND","Wabaunsee","KS",1873,1894,38.7736158,-96.2988865
"ELLENSBURGH","Kittitas","WA",1873,1894,46.9965144,-120.5478474
"EWARTSVILLE","Whitman","WA",1873,1891,46.7032171,-117.3023984
"FORT ABRAHAM LINCOLN","Morton","ND",1873,1894,46.7594388,-100.8442959
"GOTHLAND","Union","SD",1873,1891,43.0688778,-96.7064304
"HILL CREEK","Bosque","TX",1873,1891,32.139313,-97.7055815
"JACKSON","Gunnison","CO",1873,1893,,
"KELSO","Howard","NE",1873,1894,41.1627899,-98.6711863
"LOPEZ ISLAND","San Juan","WA",1873,1895,48.5271618,-122.9117721
"MAPLE GROVE","Lincoln","SD",1873,1892,43.2816493,-96.8350483
"MARIA","Leavenworth","KS",1873,1890,39.1027805,-94.9835778
"MILLERS","Linn","OR",1873,1894,44.680955,-123.0614829
"PERDIDO","Goliad","TX",1873,1890,,
"POWELL'S VALLEY","Multnomah","OR",1873,1894,45.4865093,-122.3934237
"SANTA CLARA","Huerfano","CO",1873,1894,37.4908475,-104.7116524
"SCHWEDT","Stanton","NE",1873,1895,,
"SEHOME","Whatcom","WA",1873,1892,48.7273738,-122.4814067
"SMOKY HILL","McPherson","KS",1873,1894,38.5452852,-97.7775431
"SUMMIT PARK","El Paso","CO",1873,1892,38.9938808,-105.0569301
"TABLE ROCK","El Paso","CO",1873,1893,39.1205471,-104.6733072
"VIEJAS","San Diego","CA",1873,1893,,
"WICKLOW","Lake","SD",1873,1893,,
"WILLOW SPRING","Garfield","NE",1873,1892,41.7838956,-99.0948191
"AFTON","Frontier","NE",1874,1893,40.4233397,-100.1809695
"BOSTON MILLS","Cherokee","KS",1874,1893,37.1158942,-94.6682845
"COURSEN'S GROVE","Mitchell","KS",1874,1895,39.2766704,-97.9689326
"DAILY BRANCH","Dixon","NE",1874,1895,42.5708319,-96.9392099
"DE WITT","Washington","KS",1874,1894,39.7750028,-97.2380884
"DEVER'S WOODS","Liberty","TX",1874,1892,30.0049376,-94.5724168
"DICKEYVILLE","Phillips","KS",1874,1895,39.8444541,-99.4045443
"DIDO","Tarrant","TX",1874,1895,,
"ELM CREEK","Marshall","KS",1874,1893,39.7472232,-96.6097395
"ELM GROVE","Caldwell","TX",1874,1890,29.8907789,-97.4874953
"ERIE","San Benito","CA",1874,1892,,
"FORT BASCOM","San Miguel","NM",1874,1892,,
"HALL VALLEY","Park","CO",1874,1894,39.4605429,-105.7358407
"HERMAN","Lincoln","KS",1874,1893,39.1402848,-98.2294991
"KEMMA","Knox","NE",1874,1894,42.5438921,-97.8106218
"KENNEBEC","Russell","KS",1874,1891,38.7686226,-98.8559179
"KESTER","Park","CO",1874,1891,,
"LOCKWOOD","Merrick","NE",1874,1890,40.9700122,-98.2445039
"LUMMI","Whatcom","WA",1874,1894,48.728933,-122.6542708
"MINERVA","Labette","KS",1874,1892,37.1061811,-95.2849691
"MOUNT AYR","Osborne","KS",1874,1895,39.3708438,-98.9714742
"NAVARRO MILLS","Navarro","TX",1874,1891,31.9579346,-96.6822121
"OAKWOOD","Brookings","SD",1874,1894,44.4399675,-96.9567279
"PANAMINT","Inyo","CA",1874,1895,36.1182827,-117.0953327
"PAYNES STORE","Hunt","TX",1874,1894,,
"PINE GROVE","Butler","KS",1874,1895,37.5486306,-96.8439201
"PINK HILL","Grayson","TX",1874,1894,,
"POP CORN","Osage","KS",1874,1890,38.7236175,-95.7377626
"PRAIRIE CENTRE","Buffalo","NE",1874,1893,40.8589008,-99.0550873
"QUARTZBURGH","Boise","ID",1874,1894,43.9610043,-115.9884507
"ROCK FALLS","Phelps","NE",1874,1894,,
"SADDLE CREEK","Lincoln","SD",1874,1895,43.200818,-96.7086551
"SPRING BANK","Dixon","NE",1874,1894,42.4166652,-96.8044836
"SPRING VALLEY","Turner","SD",1874,1895,43.2560991,-97.2581134
"SYLVANIA","Inyo","CA",1874,1895,,
"THORNTON","Polk","NE",1874,1895,,
"TWELVE MILE","Snlith","KS",1874,1894,,
"VICTORIA","Cass","NE",1874,1893,,
"WEST UNION","Washington","OR",1874,1894,45.5665051,-122.8939914
"WINKLER'S MILLS","Riley","KS",1874,1895,39.4816652,-96.8316803
"WOLF'S CROSSING","Burnet","TX",1874,1893,30.6196311,-98.3939161
"ADAMSON","Rooks","KS",1875,1892,39.5513966,-99.5851086
"AGUA FRIA VALLEY","Yavapai","AZ",1875,1893,,
"ANTELOPE VALLEY","Yavapai","AZ",1875,1890,34.1653048,-112.7293446
"ANTLER","Lake","OR",1875,1892,42.3401589,-120.2969039
"ARMADA","Buffalo","NE",1875,1890,40.927787,-99.3912109
"BEAR'S MOUTH","Granite","MT",1875,1892,46.7102076,-113.3314641
"BEAVER BROOK","Jefferson","CO",1875,1892,39.7360988,-105.3241583
"BEN'S RANCH","Ellsworth","KS",1875,1894,38.8311187,-98.1378309
"BRADY ISLAND","Lincoln","NE",1875,1894,41.0222267,-100.3676328
"CHESHER","Lane","OR",1875,1892,44.1012334,-123.4581554
"CLEAR LAKE","Modoc","CA",1875,1893,41.8657262,-121.1448431
"COTTON CREEK","Saguache","CO",1875,1895,38.1266657,-105.8411231
"DANVILLE","Comal","TX",1875,1894,29.6393932,-98.2347333
"DANVILLE","Turner","SD",1875,1893,43.17015,-97.081735
"DELHI","Osborne","KS",1875,1894,39.1611212,-98.5225661
"EUREKA MILLS","Plumas","CA",1875,1895,39.7568414,-120.7004986
"FORT STEVENSON","McLean","ND",1875,1894,,
"GOLDEN SPRING","Burt","NE",1875,1894,,
"GREENWICH","Kern","CA",1875,1893,35.1321878,-118.4489739
"GUADALUPE","Kendall","TX",1875,1890,,
"JEWELL","Dawson","NE",1875,1890,40.9600082,-99.5651067
"KINGSBURGH","Fresno","CA",1875,1894,36.5138398,-119.5540175
"LA GRANGE","Marshall","KS",1875,1895,39.5949977,-96.4075075
"MARTIN","Ellis","KS",1875,1894,39.1033438,-99.305935
"MATTESON","Phillips","KS",1875,1894,39.8902892,-99.1614781
"MOLINE","Franklin","NE",1875,1895,,
"NEW HOPE","Minnehaha","SD",1875,1895,43.662144,-96.810461
"PIDCOCK RANCH","Coryell","TX",1875,1892,,
"RIVERTON","Reno","KS",1875,1890,37.8839022,-98.0772808
"STOLZENBACH","Marshall","KS",1875,1891,38.9874997,-96.537779
"SULPHUR SPRINGS","Cloud","KS",1875,1895,39.4080532,-97.4991991
"SWEDE CREEK","Marshall","KS",1875,1895,39.5949995,-96.7127927
"TULE LAKE","Klamath","OR",1875,1890,42.1109873,-121.2816591
"WAGON WHEEL GAP","Mineral","CO",1875,1895,37.7700021,-106.7978212
"WALNUT GROVE","Knox","NE",1875,1894,42.5494464,-98.2089643
"WEBSTERVILLE","Harris","TX",1875,1890,,
"WILSON","Colfax","NE",1875,1892,41.6127871,-97.2275384
"ALBINA","Multnomah","OR",1876,1892,45.5437291,-122.6750963
"ARMSTRONG","Erath","TX",1876,1891,,
"BARKEY","Gage","NE",1876,1892,40.4586131,-96.7794693
"BATTLE HILL","McPherson","KS",1876,1894,,
"BELLE SPRINGS","Dickinson","KS",1876,1890,38.7986133,-97.1489081
"BIG BEND","Phillips","KS",1876,1895,39.6772312,-99.4209344
"BLINSMON","Moody","SD",1876,1893,43.9066388,-96.5289329
"CARROLL'S PRAIRIE","Hopkins","TX",1876,1894,,
"CENTRAL POINT","Merced","CA",1876,1890,,
"COLLINS","Lincoln","OR",1876,1890,44.4790077,-124.0803976
"CUSTER","Smith","KS",1876,1894,39.7425116,-98.6592365
"FORT SISSETON","Marshall","SD",1876,1895,,
"GABION","Galveston","TX",1876,1893,,
"GENTRY'S MILL","Hamilton","TX",1876,1895,31.7920961,-98.2255931
"GRAND RIVER","Ottawa","OK",1876,1894,,
"GUM ISLAND","Harris","TX",1876,1895,,
"IRON BRIDGE","Gregg","TX",1876,1891,,
"MARTIN SPRINGS","Grayson","TX",1876,1895,,
"MOUND CREEK","Miami","KS",1876,1894,38.3944633,-94.9924673
"PAWNEE AGENCY","Pawnee","OK",1876,1893,,
"PRAIRIE CREEK","Wallowa","OR",1876,1893,45.3109874,-117.1565539
"RAVENNA","Los Angeles","CA",1876,1895,34.4386062,-118.2253537
"SAINT PAUL","Collin","TX",1876,1894,33.0412307,-96.5502681
"SHAWNEETOWN","Pottawatomie","OK",1876,1892,35.2869444,-96.91
"SILVER RIDGE","Dixon","NE",1876,1894,42.5694425,-96.8211507
"SMITH'S FLAT","El Dorado","CA",1876,1895,38.733792,-120.753822
"STAR VALLEY","Cherokee","KS",1876,1895,37.2520046,-94.9685738
"SUMNER","Kern","CA",1876,1893,35.3821806,-118.9826001
"TOWNSEN MILLS","Lampasas","TX",1876,1891,,
"WHITE BEAD HILL","Garvin","OK",1876,1895,34.820876,-97.292858
"ANTIOCH","Lincoln","SD",1877,1890,43.4627552,-96.8300515
"BLOCKSBURGH","Humboldt","CA",1877,1893,40.2759769,-123.6364206
"BRISTOL","Larimer","CO",1877,1890,,
"BROOKLYN","Lincoln","SD",1877,1891,43.1110993,-96.8436568
"CEDAR FORD","Butler","KS",1877,1893,37.490298,-96.8436425
"CHERRY CREEK","Oneida","ID",1877,1895,42.0982553,-112.2288523
"CHICO SPRINGS","Colfax","NM",1877,1895,36.4866946,-104.1927579
"CIENEGA","Yavapai","AZ",1877,1892,,
"CLENTON","Whitman","WA",1877,1890,,
"COMET","Jefferson","MT",1877,1894,46.3107625,-112.170004
"CROOK CITY","Lawrence","SD",1877,1895,44.4413732,-103.6335274
"CROWN ROCK","Wheeler","OR",1877,1892,44.9109627,-120.4261406
"ELLENSBURG","Curry","OR",1877,1890,42.4073334,-124.421774
"ETCHETAH","Custer","MT",1877,1892,46.2035976,-107.4409036
"GLEN GROUSE","Cowley","KS",1877,1894,37.4569689,-96.5802946
"GORMAN'S STATION","Los Angeles","CA",1877,1894,34.7960902,-118.8525956
"JUNCTION CITY","Kimble","TX",1877,1894,,
"KEYSVILLE","Pawnee","KS",1877,1891,38.1958479,-99.4031691
"KOLOKO","Washington","KS",1877,1891,39.6530573,-96.9775209
"LEAD CITY","Lawrence","SD",1877,1890,44.351795,-103.767929
"LODI","Barber","KS",1877,1895,37.1389149,-98.7131435
"LONG CREEK","Lincoln","SD",1877,1895,43.2424839,-96.8781039
"LOW GAP","Mendocino","CA",1877,1893,39.5762689,-123.2041762
"MUCK","Pierce","WA",1877,1895,47.0059307,-122.5895703
"OMIO","Jewell","KS",1877,1895,39.740009,-97.9881008
"ORIE","Sumner","KS",1877,1893,37.2000223,-97.6003277
"PHELPS","Phelps","NE",1877,1895,,
"PIKE CITY","Sierra","CA",1877,1895,39.4390595,-120.9980079
"SAN MIGUEL","San Miguel","CO",1877,1895,37.9469381,-107.8358968
"SEVEN RIVERS","Eddy","NM",1877,1895,32.5951139,-104.4216281
"SILVER REEF","Washington","UT",1877,1895,37.2527597,-113.3677281
"STILLWATER","Stillwater","MT",1877,1893,45.6366076,-109.2521057
"WEST BEVILPORT","Jasper","TX",1877,1894,,
"WEST END","Alameda","CA",1877,1891,37.7724287,-122.2810806
"WILLIAMS RANCH","Mills","TX",1877,1892,31.5104409,-98.65449
"ALDER","Wallowa","OR",1878,1890,45.3979281,-117.2971175
"ARCHER","Archer","TX",1878,1892,,
"ARTHUR","Hodgeman","KS",1878,1890,38.189462,-99.9184616
"BARTONDALE","Russell","KS",1878,1891,,
"BONNERSVILLE","Ransom","ND",1878,1890,46.5155241,-97.4462032
"BRANT LAKE","Lake","SD",1878,1895,43.9214865,-96.9482683
"CABRA SPRING","San Miguel","NM",1878,1891,35.3150498,-104.6597108
"CHESTNUT","Cascade","MT",1878,1890,47.2346715,-111.6869253
"CLARKSBURGH","Yolo","CA",1878,1893,38.4204651,-121.5271772
"COARSE GOLD GULCH","Madera","CA",1878,1895,37.2643908,-119.692094
"COLLINS","Jim Wells","TX",1878,1892,27.7525266,-98.04778
"CRAINVILLE","Republic","KS",1878,1895,39.9333405,-97.633653
"CUB HILL","Cache","UT",1878,1891,41.9757598,-111.8563372
"DEWEYS","Beaverhead","MT",1878,1894,45.777148,-112.8550332
"ELM MILLS","Barber","KS",1878,1893,37.4339095,-98.6870333
"FERN PRAIRIE","Clark","WA",1878,1894,45.6365067,-122.3987037
"FOREST HILL","Russell","KS",1878,1895,38.725011,-98.6661871
"FORT MCKINNEY","Johnson","WY",1878,1894,,
"GRAND MEADOW","Minnehaha","SD",1878,1895,43.7305319,-96.9895014
"GREENVALE","Russell","KS",1878,1890,38.7902888,-98.6336849
"GWILLIMSVILLE","El Paso","CO",1878,1890,,
"HOKO","Clallam","WA",1878,1894,48.2711872,-124.3538323
"HOMESTEAD","San Diego","CA",1878,1893,,
"HUERFANO CANON","Huerfano","CO",1878,1890,,
"JERSEY LANDING","Contra Costa","CA",1878,1891,,
"LEESBURGH","Stafford","KS",1878,1892,37.8977936,-98.6920314
"LIVE OAKS","Bastrop","TX",1878,1891,,
"LOST TRAIL","Hinsdale","CO",1878,1894,,
"MARSHALL","Boulder","CO",1878,1893,39.9555414,-105.229711
"MEDLEY","Montgomery","TX",1878,1892,,
"MELVILLE","Ottawa","KS",1878,1890,39.2569402,-97.4447495
"MINERAL CITY","Bee","TX",1878,1895,,
"MINK CREEK","Franklin","ID",1878,1895,42.228257,-111.7157789
"NEOMA","Boone","NE",1878,1892,,
"NEW CASTLE","King","WA",1878,1894,47.5261199,-122.160012
"NEW PHILADELPHIA","Wharton","TX",1878,1891,,
"NORFOLK","Douglas","OR",1878,1892,43.78484,-123.9353844
"PALISADE","Minnehaha","SD",1878,1892,43.6899729,-96.5225437
"PAWNEE VALLEY","Hodgeman","KS",1878,1894,38.2472398,-99.9823517
"PINE RIVER","La Plata","CO",1878,1895,37.3041698,-107.6092245
"PINE VALLEY","Baker","OR",1878,1892,44.8612706,-117.0890609
"PIONEER","Rush","KS",1878,1893,38.5964018,-99.2306566
"PLATTE STATION","Park","CO",1878,1894,,
"PLEASANT PLAIN","Osborne","KS",1878,1894,39.3361216,-99.018421
"PLEASANTDALE","Rush","KS",1878,1895,38.6244568,-99.0475942
"PLEVNA","Klamath","OR",1878,1892,42.1373667,-121.9136182
"SARATOGA","Pratt","KS",1878,1895,37.6394626,-98.6939781
"SHOAL POINT","Galveston","TX",1878,1892,29.3724565,-94.8810327
"SIGEL","Yankton","SD",1878,1893,43.0233294,-97.4164495
"STOWE","Frontier","NE",1878,1893,40.4900059,-100.0756864
