"Post.Office","County","State","Established","Discontinued","Latitude","Longitude"
"FORT SCOTT","Bourbon","KS",1843,,37.8296951,-94.7052171
"HENDERSON","Rusk","TX",1843,,32.148782,-94.7989
"HONEY GROVE","Fannin","TX",1843,,33.5826343,-95.90958
"JEFFERSON","Marion","TX",1843,,32.7562979,-94.3464133
"TOWN BLUFF","Tyler","TX",1843,1931,30.7879803,-94.1804689
"WHEELOCK","Robertson","TX",1843,,30.8989566,-96.3919163
"ALTA SPRINGS","Falls","TX",1844,1868,31.2860113,-96.6705351
"BONHAM","Fannin","TX",1844,,33.576174,-96.17775
"BRENHAM","Washington","TX",1844,,30.169559,-96.397362
"CHAMBERS' CREEK","Ellis","TX",1844,1891,,
"CORPUS CHRISTI","Nueces","TX",1844,,27.798746,-97.427237
"DALLAS","Dallas","TX",1844,,32.7830556,-96.8066667
"FORT WASHITA","Bryan","OK",1844,1880,34.102874,-96.5463855
"BEDI","Grimes","TX",1845,1866,,
"COW CREEK","Newton","TX",1845,,30.5735359,-93.7285073
"CUNNINGHAM'S","Bastrop","TX",1845,1870,,
"GRAND CANE","Liberty","TX",1845,1870,30.3210425,-94.7504803
"HINDS'","Brazoria","TX",1845,1854,,
"LIVERPOOL","Brazoria","TX",1845,,29.293967,-95.278604
"MAYHEW","Choctaw","OK",1845,1902,34.0609315,-95.8860881
"NEW BRAUNFELS","Comal","TX",1845,,29.696759,-98.116535
"POINT ISABEL","Cameron","TX",1845,1930,26.0768697,-97.209045
"SAND HILLS","Rusk","TX",1845,1854,,
"SEMPRONIUS","Austin","TX",1845,1905,30.0702201,-96.2805193
"SHANNON'S","Montgomery","TX",1845,1857,30.3690952,-95.7957827
"SWEARINGEN'S","Austin","TX",1845,1856,29.849674,-96.2688531
"WHEELOCK","McCurtain","OK",1845,1895,33.9894444,-94.9902778
"CHAMBERSIA","Chambers","TX",1846,1860,,
"FLINT","Adair","OK",1846,1896,,
"LEONA","Leon","TX",1846,,31.1554059,-95.9684898
"MILAM","Sabine","TX",1846,,31.4329825,-93.8476502
"PALMER'S","San Jacinto","TX",1846,1910,,
"ROUND TOP","Fayette","TX",1846,,30.063611,-96.693011
"SAN MARCOS","Hays","TX",1846,,29.884296,-97.942057
"ASHTON'S","Shelby","TX",1847,1854,31.8837806,-93.9804682
"ASTORIA","Clatsop","OR",1847,,46.189369,-123.8352045
"BEAR CREEK","Sabine","TX",1847,1866,31.2943526,-93.7837938
"BUFFALO","Henderson","TX",1847,1868,32.2723687,-96.2799781
"BURKEVILLE","Newton","TX",1847,,30.9991706,-93.6693598
"CAMERON","Milam","TX",1847,,30.8519367,-96.9771007
"CASTROVILLE","Medina","TX",1847,,29.3516512,-98.8867228
"CEDAR BAYOU","Chambers","TX",1847,1866,,
"CHAPEL HILL","Washington","TX",1847,,30.1427171,-96.2569071
"DANVILLE","Montgomery","TX",1847,1872,,
"DOAKSVILLE","Choctaw","OK",1847,1903,,
"ERIN","Jasper","TX",1847,1923,30.7796473,-93.9968529
"FRELSBURG","Colorado","TX",1847,1908,29.8710611,-96.5466383
"GILMER","Upshur","TX",1847,,32.731998,-94.939259
"GLADE SPRING","Harrison","TX",1847,1866,,
"GRAND BLUFF","Panola","TX",1847,1887,32.2718251,-94.3432523
"GREENVILLE","Hunt","TX",1847,,33.1246718,-96.1171186
"JOHN'S","Chambers","TX",1847,1859,,
"LARISSA","Cherokee","TX",1847,1905,32.0559958,-95.324951
"LIVINGSTON","Polk","TX",1847,,30.7104792,-94.9481782
"MARION","Angelina","TX",1847,1876,31.3996296,-94.5202059
"MOUNT PLEASANT","Titus","TX",1847,,33.1555206,-94.9697939
"OREGON CITY","Clackamas","OR",1847,,45.3567875,-122.5962024
"PALESTINE","Anderson","TX",1847,,31.7582267,-95.6274556
"PENDLETON","Sabine","TX",1847,1907,,
"PINE HILLS","Rusk","TX",1847,1856,32.1046071,-94.605207
"RED OAK","Ellis","TX",1847,,32.5323925,-96.8178841
"ROCKY MILLS","Lavaca","TX",1847,1855,,
"RUSK","Cherokee","TX",1847,,31.7947739,-95.1510274
"SAN JACINTO","Harris","TX",1847,1866,29.7056271,-95.1154866
"SHERMAN","Grayson","TX",1847,,33.5943881,-96.6017673
"SPRINGFIELD","Limestone","TX",1847,1878,31.6596122,-96.4827583
"TAHLEQUAH","Cherokee","OK",1847,,35.9201156,-94.9836527
"TARRANT","Hopkins","TX",1847,1871,,
"TEWOCKONY SPRINGS","Limestone","TX",1847,1862,,
"TYLER","Smith","TX",1847,,32.3682425,-95.3261456
"UNION SPRINGS","Harrison","TX",1847,1857,,
"WALLING'S FERRY","Rusk","TX",1847,1872,,
"WARSAW PRAIRIE","Kaufman","TX",1847,1858,,
"WHARTON","Wharton","TX",1847,,29.3107895,-96.0991504
"WHITE OAK","Hopkins","TX",1847,1888,33.1467821,-95.457173
"WOODVILLE","Tyler","TX",1847,,30.774042,-94.417923
"ALTON","Denton","TX",1848,1859,,
"BEAVER","Anderson","TX",1848,1868,,
"BLACK HILL","Rockwall","TX",1848,1856,,
"BLACK JACK  GROVE","Hopkins","TX",1848,1896,,
"BRYANT'S STATION","Milam","TX",1848,1875,30.852133,-97.1894387
"BUENA VISTA","Shelby","TX",1848,1886,,
"CEDAR LAKE","Brazoria","TX",1848,1854,29.1925638,-95.082994
"CRAWFORD SEMINARY","Cherokee","KS",1848,1863,,
"DENTON CREEK","Denton","TX",1848,1879,33.0417894,-97.1933474
"DUCK CREEK","Dallas","TX",1848,1887,32.912624,-96.6388833
"FARMER'S BRANCH","Dallas","TX",1848,1954,32.9346625,-96.8883794
"FREDERICKSBURG","Gillespie","TX",1848,,30.2861599,-98.8865786
"GEORGETOWN","Williamson","TX",1848,,30.622687,-97.687991
"GRAY ROCK","Franklin","TX",1848,1906,33.1590068,-95.1268847
"GULF PRAIRIE","Brazoria","TX",1848,1866,,
"HICKORY HILL","Cass","TX",1848,1877,32.8929114,-94.5435336
"IONI","Anderson","TX",1848,1900,,
"LAKE CREEK","Delta","TX",1848,,33.4466181,-95.5879307
"LICKE","Fannin","TX",1848,1861,,
"LOCKHART","Caldwell","TX",1848,,29.8836665,-97.6741435
"MCKINNEY","Collin","TX",1848,,33.202118,-96.637342
"MCMILLAN'S","Panola","TX",1848,1866,,
"MILLVILLE","Rusk","TX",1848,1897,,
"MUSKETE","Navarro","TX",1848,1867,,
"OAKLAND","Lavaca","TX",1848,1860,,
"PETERSBURGH","Lavaca","TX",1848,1876,,
"PINE BLUFFS","Red River","TX",1848,,,
"PINE TREE","Gregg","TX",1848,1871,32.5145915,-94.7827125
"PINETOWN","Cherokee","TX",1848,1874,,
"PLEASANT RUN","Dallas","TX",1848,1860,32.6051349,-96.7638866
"PLUM CREEK","Caldwell","TX",1848,1874,29.8932773,-97.6616661
"REED'S SETTLEMENT","Panola","TX",1848,1868,,
"RICHLAND CROSSING","Navarro","TX",1848,1871,,
"SALURIA","Calhoun","TX",1848,1876,28.391948,-96.4169191
"SUMMER GROVE","Smith","TX",1848,1857,,
"WHITE COTTAGE","Shelby","TX",1848,1866,,
"ANADARCO","Rusk","TX",1849,1878,31.9282247,-94.8763265
"ANDERSON","Grimes","TX",1849,,30.4888494,-95.988141
"ASH SPRING","Harrison","TX",1849,1869,,
"BELLEVIEW","Rusk","TX",1849,1881,,
"BELLVILLE","Austin","TX",1849,,29.9504746,-96.2550608
"BELMONT","Gonzales","TX",1849,,29.5232893,-97.6838872
"BENICIA","Solano","CA",1849,,38.049365,-122.1585777
"BETHANY","Panola","TX",1849,1860,32.3732122,-94.0432419
"BILOXI","Newton","TX",1849,1860,30.6207582,-93.7337862
"BLUE HILL","Williamson","TX",1849,1857,,
"BOGGY DEPOT","Atoka","OK",1849,1944,34.2987014,-96.3024934
"BRAZOS  SANTIAGO","Cameron","TX",1849,1881,26.065634,-97.1585824
"BROWNSVILLE","Cameron","TX",1849,,25.931993,-97.499021
"CARTHAGE","Panola","TX",1849,,32.1549268,-94.3393549
"CLINTON","Dewitt","TX",1849,1886,,
"CORSICANA","Navarro","TX",1849,,32.092251,-96.4648073
"EAGLE LAKE","Colorado","TX",1849,,29.5888351,-96.33387
"FLORA","Smith","TX",1849,1866,,
"FOUR MILE PRAIRIE","Van Zandt","TX",1849,1866,,
"FREDONIA","Gregg","TX",1849,1859,32.403762,-94.7960464
"GILLELAND CREEK","Travis","TX",1849,1866,30.2263228,-97.5405548
"GRAND SALINE","Mayes","OK",1849,1866,,
"GUM SPRING","Smith","TX",1849,1857,,
"HALLETTSVILLE","Lavaca","TX",1849,,29.443317,-96.942305
"HOPEWELL","Upshur","TX",1849,1854,32.9106824,-95.0738282
"INDIANOLA","Calhoun","TX",1849,1887,28.5119449,-96.487475
"JONESVILLE","Harrison","TX",1849,,32.49871,-94.1116423
"JORDAN'S SALINE","Van Zandt","TX",1849,1872,,
"KAUFMAN","Kaufman","TX",1849,,32.5709248,-96.3123302
"KINLOCK","Panola","TX",1849,1855,,
"LAREDO","Webb","TX",1849,,27.5067748,-99.508931
"LIVE OAK","Dewitt","TX",1849,1868,,
"MILLICAN","Brazos","TX",1849,,30.4684486,-96.2045068
"MONTEREY","Monterey","CA",1849,,36.5952358,-121.9015712
"MORALES DE LAVACA","Jackson","TX",1849,1860,,
"MOUNT ENTERPRISE","Rusk","TX",1849,,31.9177962,-94.6790876
"NEW SALEM","Rusk","TX",1849,1955,31.9415576,-94.9596616
"PLEASANT HILL","Hopkins","TX",1849,1866,,
"PORTLAND","Multnomah","OR",1849,,45.5215071,-122.6739849
"PRAIRIE PLAINS","Grimes","TX",1849,1907,,
"RED ROCK","Gregg","TX",1849,1860,,
"RIO GRANDE CITY","Starr","TX",1849,1895,26.390334,-98.816157
"ROCK ISLAND","Waller","TX",1849,1857,30.1727152,-96.125237
"SACRAMENTO CITY","Sacramento","CA",1849,1883,38.5621278,-121.5018998
"SALEM","Marion","OR",1849,,44.9428975,-123.0350963
"SALT LAKE CITY","Salt Lake","UT",1849,,40.7607794,-111.8910474
"SAN COSME","Rusk","TX",1849,1877,,
"SAN FRANCISCO","San Francisco","CA",1849,,37.7749295,-122.4194155
"SANTA FE","Santa Fe","NM",1849,,35.6869752,-105.937799
"SHOCKEY'S PRAIRIE","Lamar","TX",1849,1879,,
"SONOMA","Sonoma","CA",1849,,38.291859,-122.4580356
"SPRING HILL","Navarro","TX",1849,1906,31.9362686,-96.7102684
"STOCKTON","San Joaquin","CA",1849,,37.9574238,-121.289113
"SULPHUR BLUFF","Hopkins","TX",1849,,33.3324971,-95.3947814
"SULPHUR SPRINGS","Cherokee","TX",1849,1869,,
"VERNON","Sutter","CA",1849,1878,38.7860123,-121.6185714
"WALNUT HILL","Panola","TX",1849,1880,,
"YOUNG'S SETTLEMENT","Bastrop","TX",1849,1872,,
"ALBANY","Linn","OR",1850,,44.637344,-123.0978724
"ARMSTRONG ACADEMY","Bryan","OK",1850,1869,34.0506514,-96.1088735
"ATHENS","Henderson","TX",1850,,32.205889,-95.850477
"BAPTIST MISSION","Adair","OK",1850,1866,,
"BARREN RIDGE","Van Zandt","TX",1850,1857,,
"BUTTEVILLE","Marion","OR",1850,1905,45.2623415,-122.8403743
"CALAPOOYA","Linn","OR",1850,1859,44.327348,-122.7406389
"CEDAR GROVE","Kaufman","TX",1850,1874,32.7579051,-96.0866382
"CENTERVILLE","Leon","TX",1850,,31.258366,-95.976735
"CHINA GROVE","Gonzales","TX",1850,1857,,
"COLD SPRING","San Jacinto","TX",1850,,30.592421,-95.1293818
"COLLEGE MOUND","Kaufman","TX",1850,1874,32.6729091,-96.1869201
"COLUMBIA CITY","Clark","WA",1850,1855,45.6387281,-122.6614861
"COTLAND","Newton","TX",1850,1860,,
"COTTON PLANT","Rusk","TX",1850,1866,,
"DELAWARE","Wyandotte","KS",1850,1856,,
"EARPVILLE","Gregg","TX",1850,1868,,
"EDINBURGH","Hidalgo","TX",1850,1876,26.302376,-98.185729
"ELKHEART","Anderson","TX",1850,1854,31.6261166,-95.5799125
"FAYETTEVILLE","Fayette","TX",1850,,29.9055638,-96.6735611
"FOREST HOME","Cass","TX",1850,1883,33.2267947,-94.1729665
"FORT BRIDGER","Uinta","WY",1850,,41.2688392,-110.3398785
"FORT LARAMIE","Goshen","WY",1850,,42.2127448,-104.5171788
"FREMONT","Yolo","CA",1850,1864,38.6765706,-121.6349597
"GAY HILL","Washington","TX",1850,1975,30.271879,-96.494135
"HILLSBORO","Washington","OR",1850,,45.5223789,-122.9903216
"HOOKER","Hunt","TX",1850,1868,,
"JACKSONVILLE","Cherokee","TX",1850,,31.961368,-95.277146
"KICKAPOO","Anderson","TX",1850,1905,,
"KIOMATIA","Red River","TX",1850,1954,33.9376069,-95.2252307
"LA SALLE","Calhoun","TX",1850,1855,,
"LAS VEGAS","San Miguel","NM",1850,,35.5939325,-105.2177855
"LEXINGTON","Clatsop","OR",1850,1857,46.1623271,-123.9234778
"LINN CITY","Clackamas","OR",1850,1854,45.3656761,-122.6123141
"LINN FLAT","Nacogdoches","TX",1850,1918,31.7898967,-94.7318788
"LONE STAR","Franklin","TX",1850,1875,,
"LOS ANGELES","Los Angeles","CA",1850,,34.05618,-118.3323
"MAGNOLIA SPRINGS","Jasper","TX",1850,,30.7354815,-94.0265754
"MARYSVILLE","Benton","OR",1850,1854,44.5615104,-123.2606546
"MARYSVILLE","Yuba","CA",1850,,39.1457253,-121.5913547
"MILWAUKIE","Clackamas","OR",1850,1929,45.4411111,-122.6375
"MINDEN","Rusk","TX",1850,,32.013499,-94.7074334
"MISSION SAN JOSE","Alameda","CA",1850,1960,37.5482697,-121.9885719
"MOLALLA","Clackamas","OR",1850,,45.1533333,-122.5941667
"MONTICELLO","Cowlitz","WA",1850,1876,46.1390009,-122.9581677
"MYRTLE SPRINGS","Bowie","TX",1850,1860,,
"NAPA CITY","Napa","CA",1850,1890,38.2971367,-122.2855293
"NAVARRO","Leon","TX",1850,1866,,
"NEVADA CITY","Nevada","CA",1850,,39.2654494,-121.0191153
"OLYMPIA","Thurston","WA",1850,,47.0378741,-122.9006951
"PACIFIC CITY","Pacific","WA",1850,1865,46.2837114,-124.0554315
"PEMBINA","Pembina","ND",1850,,48.970513,-97.2514
"PILOT GROVE","Grayson","TX",1850,1907,33.4378875,-96.4247062
"PLACERVILLE","El Dorado","CA",1850,,38.7296252,-120.798546
"PLEASANT HILL","Lane","OR",1850,1922,43.9588889,-122.915
"PLENITUDE","Anderson","TX",1850,1883,,
"POWELLTON","Harrison","TX",1850,1872,,
"PROSPECT","Lee","TX",1850,1872,30.4307638,-96.9297046
"PROVIDENCE HILL","Hardin","TX",1850,1867,,
"RABBIT CREEK","Gregg","TX",1850,1866,32.4401498,-94.7838238
"ROMA","Starr","TX",1850,,26.402921,-98.991208
"SAINT HELEN","Columbia","OR",1850,1913,45.8595589,-122.813159
"SAN GABRIEL","Williamson","TX",1850,1856,,
"SANTA BARBARA","Santa Barbara","CA",1850,,34.4291637,-119.6940235
"SANTA CRUZ","Santa Cruz","CA",1850,,36.976617,-122.0263517
"SANTYAM FORKS","Linn","OR",1850,1952,44.6934556,-122.8764789
"SMITHLAND","Marion","TX",1850,1980,32.8140288,-94.1682418
"SUGAR HILL","Panola","TX",1850,1904,32.2132148,-94.5593712
"TROY","Freestone","TX",1850,1866,,
"TUALATIN","Washington","OR",1850,1858,45.3722222,-122.7763889
"UNION BRIDGE","Titus","TX",1850,1866,,
"VANCOUVER","Clark","WA",1850,,45.6406346,-122.6232842
"WACO VILLAGE","McLennan","TX",1850,1866,,
"WAXAHACHIE","Ellis","TX",1850,,32.388608,-96.844871
"WEAVERVILLE","Trinity","CA",1850,,40.7332,-122.9425265
"AGUA FRIA","Mariposa","CA",1851,1862,37.4849377,-120.0201759
"ALBUQUERQUE","Bernalillo","NM",1851,,35.0844909,-106.6511367
"ALMOND GROVE","Red River","TX",1851,1855,,
"ALUM CREEK","Bastrop","TX",1851,1898,30.0677188,-97.2174895
"AMERICAN FORK","Utah","UT",1851,,40.3752288,-111.7963201
"ANTIOCH","Contra Costa","CA",1851,,37.9968661,-121.8094002
"BARCLAY'S FORT","Mora","NM",1851,1854,,
"BEARDEN","Lavaca","TX",1851,1863,,
"BENDY'S LANDING","Tyler","TX",1851,1854,,
"BIDWELL'S BAR","Butte","CA",1851,1900,39.5565531,-121.4413559
"BIG BAR","Trinity","CA",1851,,40.7431971,-123.2672564
"BIRDSVILLE","Tarrant","TX",1851,1868,32.8045737,-97.2594592
"BOX CREEK","Cherokee","TX",1851,1862,31.581289,-95.1785524
"BROWNSVILLE","Weber","UT",1851,1854,41.223,-111.9738304
"BRUSHY CREEK","Williamson","TX",1851,1854,30.5132543,-97.7411202
"CALEDONIA","Rusk","TX",1851,1905,31.9240584,-94.5268724
"CASCADES","Skamania","WA",1851,1907,45.6684503,-121.8961911
"CATHLAMET","Wahkiakum","WA",1851,,46.2023053,-123.3848308
"CHAMPOAG","Marion","OR",1851,1864,45.24873,-122.8981534
"CHANCE PRAIRIE","Burleson","TX",1851,1862,,
"CHICO","Butte","CA",1851,,39.7276612,-121.8385888
"CINCINNATI","Polk","OR",1851,1856,44.9323414,-123.1181537
"COLETTO","Dewitt","TX",1851,1855,,
"COLOMA","El Dorado","CA",1851,,38.800457,-120.8904937
"COLUSI","Colusa","CA",1851,1854,39.2143343,-122.0094175
"CONTRA COSTA","Alameda","CA",1851,1855,,
"COPANO","Refugio","TX",1851,1867,,
"COTTON GIN","Freestone","TX",1851,1908,31.6810014,-96.3605322
"CYPRESS TOP","Harris","TX",1851,1903,,
"DAYTON","Yamhill","OR",1851,,45.2163889,-123.0844444
"DOBBIN'S RANCHE","Yuba","CA",1851,1854,,
"DOUBLE SPRINGS","Calaveras","CA",1851,1860,,
"ELKTON","Douglas","OR",1851,,43.6380556,-123.5702778
"EMPIRE","Stanislaus","CA",1851,,37.6379865,-120.9010425
"FAIR PLAY","Panola","TX",1851,1904,32.147106,-94.531315
"FAIRFIELD","Freestone","TX",1851,,31.725657,-96.157627
"FALCON HEIGHTS","Starr","TX",1851,,26.560746,-99.123641
"FORT UNION","Mora","NM",1851,1891,35.907262,-105.0122258
"FRIENDSHIP","Harrison","TX",1851,1905,32.57927,-94.600501
"GAINESVILLE","Cooke","TX",1851,,33.624449,-97.142665
"GARDINERS CITY","Douglas","OR",1851,1858,43.730117,-124.11039
"GARROTTE","Tuolumne","CA",1851,1875,37.8382608,-120.2326894
"GEORGETOWN","El Dorado","CA",1851,,38.9068446,-120.8363238
"GILROY","Santa Clara","CA",1851,,37.0057816,-121.5682751
"GOODYEARS BAR","Sierra","CA",1851,,39.5398949,-120.8843931
"GRIMESVILLE","Grimes","TX",1851,1860,,
"HAMILTON","Butte","CA",1851,1865,,
"HORR'S RANCH","Stanislaus","CA",1851,1895,,
"JACKSON","Amador","CA",1851,,38.3532466,-120.7760462
"JACKSONVILLE","Tuolumne","CA",1851,1918,,
"JOHNSON'S STATION","Tarrant","TX",1851,1905,32.6920772,-97.1280659
"KEMP","Kaufman","TX",1851,,32.442554,-96.231553
"KNIGHTS FERRY","Stanislaus","CA",1851,1962,37.8204833,-120.6727051
"LACKEMUTE","Polk","OR",1851,1874,44.7831751,-123.2523217
"LAFAYETTE","Yamhill","OR",1851,,45.2442834,-123.1148259
"LASSEN'S","Tehama","CA",1851,1860,,
"LEBANON","Marion","OR",1851,1858,44.9137325,-122.8164791
"LINWOOD","Cherokee","TX",1851,1903,31.6643437,-94.9904935
"LONG POINT","Washington","TX",1851,1907,30.2366025,-96.5280253
"MAGNOLIA","Anderson","TX",1851,1871,31.6590616,-95.737735
"MANTI","Sanpete","UT",1851,,39.2674618,-111.6365849
"MAPLE SPRINGS","Red River","TX",1851,1880,,
"MARIPOSA","Mariposa","CA",1851,,36.1832759,-117.659514
"MARLIN","Falls","TX",1851,,31.3076693,-96.896247
"MARTINEZ","Contra Costa","CA",1851,,38.0193657,-122.1341321
"MERRILLTOWN","Travis","TX",1851,1902,30.4546459,-97.6950068
"MEYERSVILLE","Dewitt","TX",1851,,,
"MILL CREEK","Bowie","TX",1851,1877,33.6462248,-94.5943749
"MILLERS CREEK","Davis","UT",1851,1854,40.9980002,-111.833549
"MILLWOOD","Collin","TX",1851,1907,32.9959533,-96.4183186
"MOKELUMNE HILL","Calaveras","CA",1851,,38.3004709,-120.7063219
"MONROEVILLE","Colusa","CA",1851,1862,39.67778,-121.9775
"MONTEREY","Red River","TX",1851,1854,,
"MOON'S RANCH","TEHAMA","CA",1851,1887,,
"MORMON ISLAND","Sacramento","CA",1851,1890,38.703514,-121.1174457
"MOUNT PESREA","Dewitt","TX",1851,1855,,
"MUD SPRING","El Dorado","CA",1851,1855,38.6824039,-120.8477146
"MURPHY'S","Calaveras","CA",1851,,38.1374202,-120.4596437
"MUSTANG","Lavaca","TX",1851,1857,,
"NICOLAUS","Sutter","CA",1851,,38.9032305,-121.5777385
"NORTH YAMHILL","Yamhill","OR",1851,1908,45.3415037,-123.1873291
"OAK POINT","Cowlitz","WA",1851,1937,46.1909435,-123.1887321
"OAK SPRING","Tuolumne","CA",1851,1854,,
"PARKS BAR","Yuba","CA",1851,1858,39.2210038,-121.3313492
"PAROWAN","Iron","UT",1851,,37.8410864,-112.8302218
"PAYSON","Utah","UT",1851,,40.0430102,-111.7302071
"POINT MONTEREY","Marion","TX",1851,1867,,
"PRAIRIE LEA","Caldwell","TX",1851,,29.731509,-97.753437
"QUARTZBURG","Mariposa","CA",1851,1861,37.5341027,-120.2076849
"QUITMAN","Wood","TX",1851,,32.7966697,-95.4491799
"RETREAT","Grimes","TX",1851,1907,,
"RICKREAL","Polk","OR",1851,1857,44.9314326,-123.2290046
